Surface_Area,Depth,Breadth,Condition,Maintenance_Suggestions,Maintenance_Frequency,Prev_Maintenance_Cost,Auction_Price
308.2565054175916,39.59157671762016,92.33328113010742,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),492135.8650058762,432263.14531992015
485.5671592567493,6.452588574101412,13.64687810642983,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),366843.8435643445,23723.259091960135
369.8667771702841,31.302882994144216,10.014719771615802,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),249473.14968923925,40807.45945164304
73.48736672925878,46.328614350667614,36.498692229432606,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),412546.8475945391,50840.36815713007
107.61870106010882,45.72833808519236,60.18455891852041,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),166994.3437262334,108092.79206598739
3.0779509004724512,13.637589812327262,2.113644907953783,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),465057.7874526457,5601.84025128158
444.8141386307142,39.868047868999376,13.040697895215084,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),193978.67563569054,89348.9021099866
6.240885449666188,33.83369186734193,99.5281308649972,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),257730.4705213503,8374.519433136757
335.3214868867274,24.293326482108068,50.72699703863984,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),410880.6732771651,161909.545741459
460.2529644956605,26.190591921974992,18.264015335247773,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),86796.66047508328,76940.87026847273
25.234039021763653,5.07491005886132,53.065387688763636,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),192085.95094189764,-2546.113323313522
340.8743940712231,14.303598320475919,5.37509246039473,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),79353.38549100187,15020.747114824497
177.4877404528891,9.543026358229445,79.21070598115631,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),497624.84752196114,43472.36745574875
263.7700164075157,43.634724804176585,30.014105061668328,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),338435.35527553683,138869.38172573046
176.9672068026938,31.2240214695484,27.895072598048095,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),473376.806273668,67135.02553306674
45.56273396599818,28.877182921258782,10.20452254951827,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),327783.40660274704,10154.163174061745
308.6024681128043,25.54877935484396,70.69659112680357,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),440725.1612690436,242856.7704555634
261.0219387273715,41.98487650328606,67.68391329026176,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),466092.4636708303,254999.8617750558
96.25433266988341,35.82321109517213,75.14124773499482,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),204223.00692492293,109735.87272884022
226.71880481748974,20.095901117665264,16.793927852768835,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),441834.9794501407,35248.46049057969
342.5389044820017,9.455483778021826,30.29024159966481,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),234007.00559325144,33794.905156731955
190.05700575182104,25.02817770146163,99.60745284120911,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),196660.47829891578,207100.52447224603
394.6138972615378,39.46343043753516,93.52893013466493,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),298600.54373988206,638219.2097009216
273.48007882355677,21.99332748171286,17.083024136984214,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),68293.2278633191,47756.68854455475
207.11550523213953,23.52213719315531,74.23331563776138,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),329069.42065860913,132523.51241298002
254.6361693981764,47.424194733747186,29.422826788148082,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),426979.31461032294,119325.74882782562
100.24366668834753,41.006261847915425,73.26410749913279,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),399444.49567807664,138379.05513416827
370.6213564821526,45.55744281092139,27.572801433408625,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),244618.38547577953,176854.72508531986
331.50237338895323,26.405280335192085,4.361155238181044,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),181461.53214656777,21196.93518113019
157.46192991587372,7.449138657926017,15.611489154108554,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),447293.2956180198,15577.385044706705
461.24221549137104,25.96674190149085,55.39146042737252,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),128657.57556879318,296918.62873168854
250.85345347963462,26.043923329274282,74.11148150459174,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),155096.4314232966,170316.772454132
486.8259362912825,46.6074854708051,5.046409115524555,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),281392.562312068,36840.09034236296
43.554195952240306,43.55994941731595,8.682734167890366,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),364850.5142245174,5120.775577948824
290.84713056109797,30.630899598010956,41.06610969116288,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),85853.54932596904,125992.9456490329
297.06699609519353,10.98456073989537,78.8292442415697,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),455413.291769016,121630.49746636188
463.8690061503545,13.080205802177026,52.49797454594683,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),439341.67719827476,106492.17557319284
119.77151866047419,26.444948862960416,13.189945731085071,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),482122.59785977675,17581.14093145158
201.3050216174024,11.354509178462813,93.2872633981766,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),483854.959643574,80104.24337372337
267.8945754322869,14.918905239878828,10.495147118297394,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),269422.76106030063,17188.687925090922
265.1099421028447,37.44676382899749,36.276720538806124,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),274692.8892358212,132590.98726992006
91.28743201762211,37.69187531356255,12.669427581314602,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),414053.3077180612,12600.045758920547
479.6257353161891,34.54108361411819,49.96743487261105,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),286212.85142520186,376780.9324558566
483.35456125121243,12.0618498272313,56.55070024324292,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),393535.75524779153,132508.13660148607
93.27299477871172,32.94472554468538,53.56444053200906,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),183776.10502707152,50511.219411986705
257.4948261095343,40.43442172883999,27.12820319818812,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),482471.97629264335,101518.1251304663
271.31799550437165,30.3362720564183,69.40298484861266,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),88991.37515903883,254652.00322361174
486.35702769428656,25.94017493157903,46.365629762528876,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),305539.52429482713,202023.67275898904
302.4595306550016,45.7486364523085,39.91684942483613,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),112413.89841329616,194229.89601162632
307.61831190444997,43.72750496367587,95.81778711914924,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),209680.10066354912,528368.0707069257
113.97330621704634,24.399420057885333,48.65013423970979,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),452495.8030202702,55706.69940987613
204.5512027898571,43.43038731049713,27.48364393851298,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),332606.045357486,91741.97504242121
305.6755963605487,19.204832796240048,64.24873237405637,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),173735.0763676202,161457.89619166136
398.8703692124964,43.79752032708619,74.2837927483586,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),274801.4317237936,474887.4736907444
10.02716152825756,19.57553524656064,92.01858209870697,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),333210.8735386074,2713.231353407571
201.4357232853171,44.90548979172667,30.032996986238246,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),106631.21442886826,85912.43485169907
129.15793655837209,37.38530380169801,37.22633665472638,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),454687.74154111114,87627.76279832014
251.58031051369895,14.749400040485462,93.39022914860085,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),204220.72343409795,135601.47904864608
240.8080353514149,27.049001866545186,72.21837139868356,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),275671.5455013612,199966.20463385526
176.5645456796252,6.905363118187913,25.667394119987534,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),457592.01974902535,2257.015299926199
184.06409015958155,25.874949314693477,91.09915224019323,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),131811.1944764333,157645.44645495337
298.6946026979857,8.779585062489023,62.50549504529595,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),222861.26384670398,56841.72519471657
160.05044615364173,16.02030235673829,31.913840155579134,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),145789.45947662566,24926.64577004595
390.4408477873889,49.13868642279858,50.67200198591243,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),109032.2032136945,423313.85864947207
155.54234896351429,38.91727966375735,32.37777753131938,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),443432.6971891911,89549.92079811783
264.9771908580117,44.57199691296828,45.48976975836532,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),68028.47799744293,191232.62560215313
364.5142881566482,48.36495887203358,98.3320770173981,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),384666.9697801898,690762.8970107923
98.49092409603952,31.078111819598888,50.263690942690054,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),349696.3565375227,67404.3898227456
14.183913731263068,49.883475395623556,8.330172737223142,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),381935.91014786094,-1888.7295259012858
146.1908252565031,15.591482487539292,94.64565092684144,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),148237.25933667866,75189.34143202852
337.259246018097,29.368143772813742,28.179677338100273,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),169119.3080771995,111680.06385973541
173.61331126897306,31.613252833345058,73.16634751617879,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),420793.02251364314,125575.05158825722
314.63176264118664,47.494315852690804,92.81066672953408,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),423799.8740292274,609093.4583015988
326.3365685159737,36.094475299036716,24.724181145960756,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),247448.26903541302,112929.20412223792
110.35149920726568,46.47540528791238,40.17561155400342,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),436850.6209873343,83113.74937387595
71.40667242886686,39.681502526080095,8.715969994218844,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),106574.0340564888,16341.117395762207
382.2625098505007,44.48369446537655,41.153903195946526,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),55415.080293267834,251712.61480964825
26.025402377226435,6.202815220041478,76.09985341761349,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),419749.3974224954,685.1431998527205
468.6670061517099,37.505404357823245,86.28439015222845,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),225914.92979780107,585805.6204305361
63.546394101413554,33.35365174406787,91.02009025457772,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),82575.59447417606,80417.80304939373
297.66238957383587,45.497437433726176,41.458011506599846,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),299533.9871642388,234142.43115743922
286.7619142495983,48.74709911779842,84.56229127941093,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),368325.1351594888,446926.4928176532
336.7433496759886,37.10974445533123,51.75184407706615,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),287709.43280302605,251144.51085595178
386.2105664857731,38.43567604394832,45.45850775088892,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),254498.93845565696,285953.1014483873
346.6401627493448,6.36313013293365,16.773942241479034,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),318687.6630022715,6523.20922047252
364.09430182762554,47.784792011684495,80.48034557196227,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),467074.8846851506,531986.2133014182
149.7825093602423,8.83520488991427,39.28512045355826,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),469906.3647146065,19659.605937215543
324.51386219294454,32.88323372635499,79.9858230523336,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),379455.0331746021,324299.44428202166
330.3199203570698,32.49299945926722,95.01232495327362,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),71832.80386172063,373496.8687184943
335.5653459920349,35.62791172103545,60.78589791131268,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),165433.16090901493,279175.0506832088
286.4105314839351,38.59037897782937,86.56478988079641,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),76473.2196212635,410986.0990471745
23.617161094685006,20.675258928189436,59.17588496978741,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),204767.37788316168,7097.810715293629
442.22136161266366,42.12273026637428,34.21536277195832,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),354678.94546005165,271940.4459245522
460.6466454803892,42.726726995650914,89.99152155467941,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),346390.3275565584,691338.8023904399
457.12422828284093,18.912382032526097,1.6767354024258507,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),119280.17235857889,8511.88152292318
315.47956656025684,22.272589184749208,97.71101502960995,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),452634.4167329444,276226.2316670945
406.663954478794,18.729091498955587,58.85251742162166,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),122567.20076812226,187643.30347387335
479.8199713800514,29.698737399505312,91.94572585874496,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),70473.41373804795,474518.4422342275
294.52663628938313,41.88788047988096,44.89057770544745,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),162464.03027702175,211093.5992466479
461.38640494891297,13.894484861301146,29.151730910077553,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),95210.73795687433,66945.55924469525
320.08817739293784,21.275785503291168,90.6520846434253,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),203021.81871964716,221336.65512983443
255.74585351442926,39.059343758192874,44.11598888733297,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),475052.23069873237,176003.76549069682
276.8327112917151,7.74919107878295,26.492769209306307,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),130288.7457006868,20306.998870396154
242.021556055196,32.034661848514446,26.087781417968152,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),66485.74950914613,72460.66183911629
284.61431305832645,46.17250532892971,41.24580869645627,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),441062.9742865456,237035.219557886
136.75493084854418,32.146171190076736,12.222164037008534,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),264267.80748879095,17191.80836065666
313.5890290718588,41.75427543473905,52.61063218138093,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),95650.30830635439,268323.7513853979
452.39541005123056,20.426445910865112,23.404832528102574,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),61090.594369077764,68196.62318548714
332.7488552038627,36.241706389409586,95.07462511950399,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),121146.14667504038,507612.52858386457
388.3731811114836,14.382359325665895,85.54607320273321,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),302932.2859158458,166621.8735378328
123.49151183190176,33.49691987306915,72.84917779769567,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),488493.75778437784,110130.87077174996
481.21998670317214,11.669256069394542,7.669340352285152,Stable,Regular maintenance of inlets and outlets required.,Low (Every 5 Years),388084.930575767,13538.747573307235
1.1549782224517302,28.831410759133643,46.87380358526408,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),456402.6893815793,-3848.6243134108654
116.5128010983241,28.631179579730027,73.21354823365903,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),430580.0942859868,105809.45593295088
433.0556308435623,14.106290760450515,11.940783520134596,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),461356.46895981143,35726.03671666659
324.1742035621295,27.020610360864897,18.236895648488275,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),288238.6974932465,64959.00534996872
139.11569853702503,46.9449505872735,91.24625682315147,High Erosion,Strengthen shores to prevent erosion.,Moderate (Every 2-3 Years),227505.31339504293,238405.74164224966
283.10456982422255,21.092103794028162,6.093617065301846,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),88841.83746558269,18851.512200760168
205.57537335795868,15.37270831292559,41.652230945141646,High Sedimentation,Increase depth by dredging and use sediment for shore strengthening.,High (Every Year),179918.53416602727,64004.420282738385
